,nominal_temperature,boundary_conditions
121,89,"[18, 91, 81, 60, 13, 87, 38, 81, 7, 13, 89, 100, 32, 20, 12, 28, 85, 84, 53, 66, 65, 0, 99, 49, 74, 0, 55, 86, 51, 96, 61, 76, 18, 75, 34, 90]"
122,59,"[64, 100, 26, 54, 55, 58, 18, 34, 80, 62, 6, 83, 8, 24, 13, 79, 22, 74, 89, 14, 20, 78, 44, 18, 74, 97, 60, 93, 63, 55, 9, 34, 0, 72, 36, 76]"
123,18,"[2, 82, 97, 74, 0, 32, 15, 58, 44, 81, 0, 76, 97, 66, 37, 34, 22, 85, 10, 65, 54, 84, 3, 91, 76, 16, 1, 44, 39, 71, 61, 32, 76, 74, 54, 10]"
124,52,"[3, 68, 8, 3, 68, 56, 53, 22, 35, 19, 16, 76, 71, 41, 55, 54, 68, 39, 82, 40, 56, 10, 20, 27, 6, 77, 77, 14, 82, 56, 92, 78, 31, 21, 75, 72]"
125,13,"[54, 3, 65, 69, 74, 33, 61, 87, 45, 49, 68, 24, 74, 77, 20, 91, 3, 20, 62, 3, 3, 77, 0, 11, 92, 100, 99, 36, 71, 33, 31, 57, 79, 20, 94, 68]"
126,63,"[77, 84, 68, 33, 17, 37, 1, 30, 67, 35, 57, 93, 65, 40, 85, 54, 0, 96, 66, 42, 3, 91, 90, 67, 17, 64, 15, 32, 67, 25, 67, 12, 71, 31, 25, 29]"
127,81,"[66, 37, 100, 78, 83, 97, 54, 55, 56, 13, 9, 33, 80, 22, 33, 73, 46, 19, 52, 72, 59, 48, 3, 11, 46, 78, 64, 47, 5, 73, 19, 83, 44, 41, 33, 15]"
128,46,"[17, 1, 14, 62, 83, 72, 3, 8, 71, 18, 7, 81, 26, 12, 27, 32, 52, 2, 66, 20, 99, 37, 2, 65, 74, 93, 19, 42, 2, 17, 62, 97, 59, 45, 85, 28]"
129,55,"[7, 4, 65, 24, 69, 9, 16, 92, 96, 58, 17, 70, 45, 100, 93, 4, 29, 85, 90, 57, 48, 60, 27, 78, 35, 6, 85, 33, 58, 41, 84, 6, 27, 5, 37, 71]"
130,22,"[7, 39, 48, 41, 64, 97, 79, 3, 82, 75, 68, 63, 12, 82, 17, 32, 77, 11, 20, 74, 92, 46, 9, 26, 96, 5, 71, 64, 18, 14, 44, 42, 76, 32, 38, 5]"
131,15,"[93, 44, 51, 73, 86, 98, 9, 68, 21, 16, 78, 79, 44, 3, 62, 69, 80, 78, 38, 29, 24, 51, 20, 93, 74, 14, 11, 31, 50, 58, 45, 17, 0, 7, 63, 40]"
132,57,"[10, 4, 58, 35, 23, 53, 32, 73, 68, 25, 37, 79, 100, 100, 93, 80, 53, 100, 29, 54, 99, 71, 14, 20, 45, 26, 94, 2, 86, 57, 44, 97, 7, 75, 37, 51]"
133,45,"[64, 86, 3, 0, 27, 42, 66, 3, 10, 42, 67, 66, 7, 51, 4, 12, 38, 21, 18, 39, 40, 87, 46, 55, 55, 12, 18, 76, 28, 30, 4, 50, 87, 80, 66, 95]"
134,88,"[25, 77, 97, 83, 16, 75, 88, 52, 56, 38, 73, 78, 81, 32, 59, 67, 2, 6, 38, 83, 13, 50, 20, 6, 61, 97, 14, 56, 14, 48, 88, 37, 22, 75, 72, 70]"
135,3,"[95, 62, 51, 61, 38, 32, 97, 63, 72, 57, 0, 74, 41, 77, 49, 41, 68, 51, 6, 98, 83, 83, 19, 26, 34, 35, 1, 7, 98, 12, 89, 33, 46, 12, 99, 44]"
136,52,"[24, 28, 7, 82, 47, 50, 63, 28, 68, 10, 1, 83, 95, 82, 28, 80, 41, 99, 32, 89, 7, 52, 89, 67, 94, 38, 13, 62, 38, 30, 4, 26, 77, 41, 53, 53]"
137,92,"[66, 41, 26, 2, 51, 81, 33, 100, 30, 45, 5, 53, 68, 25, 42, 68, 73, 55, 69, 99, 53, 99, 55, 58, 41, 44, 32, 29, 49, 98, 71, 25, 48, 54, 30, 14]"
138,89,"[12, 87, 31, 55, 62, 47, 49, 7, 72, 1, 81, 6, 10, 88, 2, 23, 35, 90, 57, 40, 8, 20, 3, 42, 98, 75, 89, 19, 34, 100, 19, 39, 19, 47, 36, 10]"
139,39,"[5, 37, 3, 30, 88, 23, 74, 51, 5, 28, 96, 48, 97, 56, 43, 24, 18, 41, 64, 21, 93, 1, 40, 24, 4, 88, 23, 71, 72, 16, 26, 31, 98, 38, 13, 78]"
140,3,"[36, 22, 59, 66, 90, 41, 30, 37, 21, 79, 32, 5, 88, 76, 12, 10, 35, 0, 19, 33, 73, 19, 78, 100, 63, 26, 2, 45, 73, 21, 40, 83, 8, 5, 25, 41]"
141,37,"[20, 59, 36, 36, 88, 67, 52, 10, 16, 1, 68, 76, 89, 61, 93, 83, 26, 67, 76, 70, 45, 20, 5, 34, 70, 22, 12, 18, 62, 50, 76, 39, 93, 59, 44, 36]"
142,69,"[27, 33, 51, 98, 27, 84, 5, 97, 53, 18, 73, 76, 24, 33, 98, 91, 7, 92, 31, 86, 87, 86, 60, 87, 56, 61, 9, 57, 26, 56, 3, 93, 63, 46, 52, 16]"
143,38,"[47, 61, 66, 78, 33, 21, 91, 58, 32, 17, 93, 52, 69, 52, 79, 17, 61, 7, 4, 54, 97, 99, 74, 9, 73, 90, 63, 33, 2, 6, 69, 10, 35, 47, 79, 9]"
144,65,"[100, 69, 5, 23, 35, 21, 94, 68, 57, 78, 27, 41, 80, 70, 2, 49, 18, 52, 63, 43, 30, 84, 16, 14, 23, 28, 83, 51, 58, 33, 67, 54, 94, 86, 80, 53]"
145,0,"[29, 13, 11, 55, 22, 63, 97, 34, 44, 62, 6, 7, 9, 100, 94, 1, 67, 95, 6, 52, 10, 25, 20, 94, 30, 20, 54, 33, 7, 38, 22, 15, 19, 62, 29, 48]"
146,72,"[73, 27, 53, 42, 29, 95, 9, 100, 58, 65, 47, 63, 89, 54, 68, 5, 85, 69, 73, 34, 74, 44, 45, 20, 64, 16, 45, 17, 72, 74, 64, 58, 90, 87, 77, 83]"
147,52,"[2, 79, 71, 10, 30, 35, 54, 40, 12, 5, 61, 1, 67, 74, 20, 69, 95, 73, 60, 87, 3, 12, 26, 63, 75, 93, 17, 100, 86, 42, 95, 77, 46, 72, 13, 56]"
148,67,"[63, 21, 98, 28, 50, 62, 74, 98, 94, 100, 64, 56, 14, 73, 75, 17, 87, 56, 22, 42, 36, 78, 96, 62, 35, 60, 73, 1, 27, 7, 53, 63, 42, 93, 32, 17]"
149,6,"[65, 71, 88, 71, 80, 15, 58, 18, 9, 40, 15, 88, 28, 45, 20, 62, 76, 21, 78, 72, 44, 59, 2, 69, 44, 50, 22, 68, 78, 47, 27, 69, 38, 30, 2, 53]"
150,93,"[36, 70, 96, 84, 99, 85, 26, 70, 55, 93, 45, 1, 21, 85, 64, 19, 27, 44, 39, 76, 41, 100, 40, 89, 34, 41, 2, 16, 54, 71, 20, 8, 94, 4, 92, 86]"
151,10,"[70, 70, 41, 60, 28, 87, 23, 42, 70, 96, 76, 6, 92, 100, 75, 60, 96, 95, 44, 55, 70, 47, 8, 27, 33, 65, 98, 69, 27, 25, 91, 83, 49, 64, 62, 78]"
152,51,"[19, 21, 41, 94, 48, 16, 8, 52, 88, 60, 91, 32, 69, 14, 40, 19, 8, 46, 45, 14, 95, 84, 10, 19, 83, 93, 90, 7, 86, 37, 70, 81, 68, 52, 53, 53]"
153,8,"[41, 63, 89, 93, 76, 7, 7, 63, 49, 95, 41, 42, 32, 66, 20, 87, 79, 24, 42, 3, 100, 61, 19, 43, 33, 92, 11, 9, 78, 2, 92, 33, 22, 80, 44, 97]"
154,38,"[0, 75, 20, 55, 17, 45, 50, 89, 15, 18, 18, 95, 9, 90, 52, 48, 70, 53, 31, 75, 56, 59, 8, 38, 79, 23, 31, 55, 27, 19, 22, 62, 16, 8, 41, 32]"
155,58,"[83, 8, 59, 29, 68, 85, 91, 0, 87, 44, 50, 67, 23, 40, 9, 64, 57, 7, 84, 66, 54, 58, 33, 4, 80, 55, 56, 10, 70, 82, 40, 8, 19, 74, 94, 50]"
156,14,"[85, 43, 36, 8, 29, 55, 56, 79, 53, 37, 4, 13, 75, 8, 51, 10, 16, 32, 53, 13, 78, 37, 78, 77, 39, 57, 97, 43, 74, 46, 1, 28, 15, 98, 15, 85]"
157,9,"[83, 67, 15, 80, 70, 0, 85, 1, 75, 14, 77, 36, 62, 29, 10, 90, 36, 26, 75, 52, 45, 89, 90, 25, 89, 67, 10, 9, 62, 88, 84, 39, 20, 63, 67, 93]"
158,66,"[33, 46, 54, 73, 34, 8, 81, 32, 79, 93, 5, 83, 62, 32, 49, 19, 23, 63, 100, 25, 54, 32, 100, 22, 84, 94, 58, 75, 64, 26, 79, 87, 74, 64, 40, 21]"
159,73,"[27, 48, 96, 82, 68, 70, 61, 39, 77, 94, 6, 88, 53, 93, 55, 28, 45, 61, 2, 37, 87, 91, 63, 10, 24, 46, 33, 92, 54, 82, 67, 12, 30, 2, 80, 37]"
160,94,"[37, 67, 62, 44, 26, 24, 92, 69, 58, 8, 43, 59, 87, 93, 52, 51, 39, 7, 71, 62, 65, 22, 90, 49, 100, 45, 4, 71, 19, 94, 67, 76, 76, 99, 100, 59]"
161,31,"[85, 96, 62, 75, 78, 82, 59, 65, 19, 90, 21, 57, 56, 13, 72, 67, 96, 39, 43, 76, 51, 36, 6, 12, 98, 60, 20, 38, 26, 66, 17, 42, 60, 100, 97, 56]"
162,30,"[3, 8, 100, 19, 33, 83, 92, 36, 92, 97, 52, 36, 5, 97, 73, 5, 56, 23, 8, 28, 78, 97, 99, 58, 35, 31, 82, 37, 28, 63, 77, 93, 28, 36, 30, 16]"
163,62,"[56, 1, 99, 82, 14, 67, 82, 73, 62, 11, 19, 16, 76, 34, 36, 61, 13, 46, 12, 65, 73, 19, 80, 97, 46, 50, 98, 44, 36, 54, 23, 47, 65, 64, 21, 24]"
164,99,"[78, 39, 72, 16, 43, 61, 97, 51, 1, 61, 83, 43, 74, 83, 19, 49, 40, 99, 61, 78, 15, 71, 87, 26, 5, 15, 18, 97, 0, 100, 68, 71, 92, 78, 84, 84]"
165,44,"[78, 22, 75, 26, 82, 42, 45, 11, 14, 96, 93, 29, 31, 65, 2, 60, 41, 63, 3, 94, 19, 30, 63, 4, 75, 85, 94, 44, 25, 67, 22, 89, 98, 100, 96, 40]"
166,4,"[49, 56, 63, 3, 4, 37, 59, 67, 68, 90, 100, 40, 86, 13, 75, 14, 36, 9, 10, 1, 74, 51, 53, 60, 48, 49, 16, 66, 80, 98, 73, 41, 1, 31, 25, 8]"
167,28,"[29, 80, 35, 74, 75, 40, 11, 61, 14, 95, 29, 14, 92, 83, 48, 47, 52, 2, 45, 76, 74, 11, 88, 16, 55, 18, 7, 50, 37, 19, 52, 42, 35, 45, 52, 70]"
168,81,"[93, 0, 96, 91, 99, 22, 80, 9, 10, 0, 4, 68, 91, 93, 74, 97, 28, 12, 87, 18, 2, 79, 74, 28, 18, 90, 92, 94, 65, 51, 51, 87, 98, 95, 86, 52]"
169,69,"[39, 24, 17, 8, 46, 27, 81, 79, 82, 78, 30, 92, 97, 82, 92, 24, 31, 85, 78, 16, 20, 60, 30, 62, 23, 33, 44, 65, 15, 84, 26, 42, 31, 94, 25, 0]"
170,33,"[36, 26, 79, 98, 84, 91, 23, 28, 58, 60, 77, 64, 61, 95, 91, 92, 17, 78, 86, 87, 80, 75, 49, 19, 21, 21, 72, 56, 99, 26, 32, 35, 27, 71, 60, 91]"
171,45,"[8, 99, 37, 88, 68, 54, 83, 77, 56, 39, 48, 66, 14, 61, 55, 20, 3, 40, 80, 44, 99, 74, 43, 8, 35, 67, 90, 97, 51, 50, 92, 46, 87, 9, 37, 62]"
172,30,"[61, 31, 92, 26, 73, 86, 33, 82, 74, 81, 24, 49, 47, 61, 46, 40, 78, 67, 94, 47, 92, 62, 11, 27, 63, 92, 25, 67, 39, 47, 43, 13, 59, 99, 77, 13]"
173,91,"[46, 11, 5, 85, 34, 62, 26, 99, 87, 5, 76, 38, 23, 36, 1, 82, 46, 27, 53, 32, 52, 27, 19, 73, 36, 60, 11, 99, 98, 15, 17, 65, 97, 44, 61, 15]"
174,29,"[65, 80, 50, 91, 19, 17, 43, 38, 33, 36, 84, 87, 4, 21, 76, 47, 45, 6, 92, 53, 11, 97, 42, 69, 93, 94, 26, 65, 0, 78, 38, 53, 4, 41, 29, 95]"
175,72,"[88, 86, 31, 39, 1, 92, 24, 53, 24, 44, 100, 6, 87, 95, 10, 93, 11, 90, 89, 0, 56, 20, 7, 8, 14, 99, 19, 13, 69, 93, 5, 9, 71, 55, 48, 41]"
176,4,"[2, 96, 72, 72, 79, 26, 43, 2, 14, 96, 16, 46, 6, 3, 14, 59, 100, 99, 33, 51, 68, 98, 77, 74, 69, 98, 0, 63, 83, 33, 99, 95, 82, 89, 50, 49]"
177,77,"[44, 52, 76, 6, 8, 48, 30, 92, 84, 90, 22, 54, 87, 79, 47, 17, 62, 2, 93, 88, 92, 96, 94, 28, 62, 68, 1, 98, 23, 35, 1, 45, 52, 57, 90, 59]"
178,65,"[65, 42, 62, 95, 71, 94, 0, 88, 96, 54, 63, 91, 97, 71, 50, 13, 54, 65, 25, 56, 34, 24, 58, 21, 50, 53, 25, 25, 13, 20, 17, 29, 28, 11, 66, 35]"
179,75,"[15, 43, 41, 61, 31, 67, 99, 62, 63, 87, 1, 63, 52, 49, 21, 68, 59, 28, 80, 38, 39, 40, 53, 61, 89, 19, 59, 74, 41, 75, 72, 70, 17, 47, 32, 31]"
180,52,"[6, 49, 36, 32, 96, 63, 8, 40, 67, 91, 22, 79, 9, 75, 91, 33, 85, 60, 26, 79, 10, 29, 61, 58, 42, 66, 42, 31, 72, 48, 26, 50, 62, 16, 54, 7]"
181,34,"[44, 43, 1, 20, 90, 71, 28, 67, 10, 18, 94, 54, 97, 36, 14, 59, 31, 17, 12, 65, 44, 30, 77, 48, 49, 59, 50, 54, 40, 4, 80, 77, 100, 27, 100, 15]"
182,47,"[27, 77, 13, 15, 72, 27, 23, 18, 99, 2, 7, 0, 2, 88, 85, 57, 9, 4, 84, 99, 84, 86, 59, 26, 10, 99, 1, 44, 13, 100, 71, 84, 21, 77, 70, 2]"
183,35,"[45, 0, 5, 29, 64, 11, 15, 31, 99, 90, 41, 77, 39, 17, 78, 30, 0, 27, 67, 95, 40, 75, 16, 7, 14, 82, 22, 26, 37, 52, 40, 62, 62, 60, 66, 35]"
184,98,"[74, 53, 75, 25, 96, 89, 99, 11, 62, 52, 90, 20, 2, 81, 51, 45, 82, 70, 56, 14, 92, 34, 74, 82, 9, 33, 34, 71, 86, 46, 97, 29, 41, 26, 89, 85]"
185,43,"[45, 60, 27, 30, 61, 31, 37, 86, 22, 65, 98, 80, 69, 79, 69, 16, 44, 14, 28, 15, 21, 40, 93, 92, 94, 28, 94, 63, 30, 95, 46, 32, 24, 40, 7, 63]"
186,0,"[81, 95, 23, 8, 94, 40, 45, 45, 33, 27, 26, 6, 31, 61, 53, 36, 99, 43, 20, 82, 1, 69, 82, 91, 40, 39, 48, 25, 93, 2, 97, 14, 17, 22, 79, 21]"
187,5,"[41, 4, 88, 87, 85, 47, 84, 52, 14, 38, 94, 93, 90, 85, 100, 68, 7, 69, 67, 15, 42, 83, 8, 72, 25, 78, 77, 58, 1, 20, 72, 58, 36, 40, 89, 49]"
188,7,"[5, 47, 42, 49, 19, 97, 17, 89, 86, 34, 77, 79, 30, 3, 16, 89, 16, 20, 90, 19, 19, 52, 13, 84, 84, 50, 48, 50, 28, 11, 64, 46, 97, 35, 48, 55]"
189,95,"[80, 24, 95, 48, 18, 82, 93, 8, 85, 14, 90, 51, 78, 68, 85, 30, 90, 22, 76, 77, 95, 48, 40, 83, 96, 31, 87, 81, 47, 2, 28, 56, 82, 80, 7, 0]"
190,92,"[57, 52, 35, 90, 18, 15, 30, 83, 70, 64, 69, 37, 38, 3, 63, 8, 90, 35, 27, 18, 44, 7, 61, 32, 91, 69, 70, 21, 65, 40, 96, 67, 68, 99, 59, 91]"
191,76,"[6, 23, 30, 52, 60, 62, 23, 76, 96, 92, 18, 54, 6, 14, 82, 6, 36, 5, 71, 64, 9, 59, 18, 48, 99, 90, 6, 95, 28, 36, 52, 97, 10, 35, 56, 90]"
192,96,"[48, 67, 6, 25, 21, 59, 30, 19, 72, 12, 72, 59, 37, 45, 72, 50, 77, 77, 30, 35, 69, 69, 66, 22, 0, 55, 63, 35, 65, 65, 63, 39, 46, 94, 39, 91]"
193,93,"[98, 48, 93, 25, 95, 58, 46, 69, 88, 81, 56, 99, 11, 95, 89, 49, 39, 73, 65, 56, 61, 7, 98, 14, 31, 48, 78, 49, 99, 69, 37, 56, 43, 77, 50, 58]"
194,62,"[90, 97, 88, 21, 73, 29, 95, 27, 34, 95, 45, 34, 75, 60, 39, 37, 8, 11, 61, 99, 0, 90, 71, 25, 94, 48, 10, 49, 41, 28, 57, 97, 44, 8, 3, 12]"
195,49,"[14, 6, 3, 24, 54, 18, 49, 33, 24, 55, 45, 29, 49, 23, 41, 42, 13, 97, 66, 99, 77, 87, 26, 95, 48, 82, 12, 92, 65, 67, 35, 53, 77, 94, 90, 44]"
196,68,"[58, 57, 67, 82, 81, 26, 67, 39, 93, 60, 28, 99, 3, 94, 0, 61, 53, 55, 7, 75, 99, 69, 91, 6, 68, 85, 32, 33, 47, 88, 33, 17, 13, 74, 29, 82]"
197,92,"[4, 5, 63, 30, 64, 91, 9, 0, 22, 15, 52, 15, 69, 32, 77, 96, 100, 34, 61, 75, 26, 87, 65, 70, 14, 83, 47, 5, 43, 72, 97, 89, 5, 49, 84, 87]"
198,13,"[54, 13, 91, 98, 10, 44, 56, 92, 57, 75, 1, 41, 92, 82, 88, 26, 55, 41, 2, 26, 12, 51, 34, 12, 90, 57, 14, 35, 99, 16, 70, 21, 31, 70, 24, 59]"
199,78,"[97, 80, 45, 88, 96, 89, 16, 14, 50, 72, 33, 77, 74, 23, 59, 28, 19, 61, 97, 93, 73, 39, 67, 97, 9, 29, 50, 14, 76, 3, 43, 49, 10, 17, 77, 36]"
200,51,"[97, 33, 38, 10, 55, 36, 86, 0, 82, 78, 77, 13, 91, 95, 99, 19, 48, 88, 6, 57, 27, 20, 54, 52, 55, 88, 31, 50, 49, 50, 57, 36, 58, 53, 6, 13]"
201,75,"[47, 28, 35, 41, 99, 37, 48, 93, 4, 52, 30, 15, 90, 41, 35, 14, 33, 56, 8, 33, 35, 44, 32, 25, 45, 4, 69, 32, 24, 64, 74, 64, 53, 26, 46, 63]"
202,87,"[10, 22, 1, 56, 32, 42, 18, 74, 42, 76, 78, 12, 93, 74, 57, 15, 30, 21, 75, 36, 13, 10, 53, 82, 26, 86, 67, 24, 76, 91, 55, 2, 90, 14, 79, 48]"
203,67,"[61, 8, 84, 27, 97, 89, 41, 3, 10, 82, 36, 21, 89, 75, 44, 97, 21, 82, 83, 37, 24, 55, 37, 30, 33, 36, 13, 13, 85, 34, 89, 100, 76, 10, 50, 62]"
204,34,"[42, 12, 99, 59, 99, 32, 57, 92, 81, 43, 11, 33, 9, 12, 85, 54, 11, 21, 6, 69, 12, 20, 0, 37, 32, 90, 13, 10, 84, 67, 3, 27, 19, 74, 26, 16]"
205,81,"[54, 24, 13, 2, 97, 65, 18, 53, 37, 51, 85, 19, 37, 83, 50, 11, 54, 28, 64, 30, 50, 7, 92, 73, 62, 44, 45, 91, 35, 88, 44, 49, 97, 0, 26, 54]"
206,32,"[36, 86, 67, 4, 50, 55, 79, 31, 7, 18, 80, 53, 22, 67, 1, 5, 100, 39, 22, 25, 72, 11, 82, 47, 58, 18, 30, 94, 94, 44, 30, 62, 19, 41, 91, 44]"
207,74,"[76, 76, 18, 64, 59, 24, 99, 76, 71, 44, 34, 69, 74, 63, 64, 0, 87, 21, 44, 12, 0, 16, 6, 58, 44, 80, 21, 15, 22, 87, 62, 51, 84, 100, 85, 73]"
208,90,"[60, 1, 18, 39, 80, 99, 20, 80, 46, 92, 33, 76, 46, 46, 4, 82, 88, 36, 86, 72, 72, 39, 47, 58, 51, 29, 35, 47, 86, 87, 37, 14, 76, 6, 74, 78]"
209,5,"[10, 14, 65, 55, 63, 96, 29, 83, 37, 14, 69, 0, 85, 56, 38, 94, 44, 11, 5, 11, 13, 5, 14, 43, 18, 61, 37, 59, 79, 16, 90, 38, 72, 17, 33, 0]"
210,2,"[8, 26, 56, 37, 62, 37, 67, 54, 92, 80, 90, 20, 14, 23, 78, 82, 79, 46, 64, 39, 44, 1, 72, 68, 10, 18, 55, 50, 70, 28, 18, 98, 58, 19, 16, 86]"
211,16,"[74, 28, 45, 1, 55, 2, 62, 71, 73, 79, 83, 59, 31, 100, 67, 54, 13, 88, 3, 9, 33, 9, 45, 1, 20, 37, 62, 59, 52, 50, 51, 63, 4, 18, 63, 71]"
212,93,"[73, 36, 30, 8, 18, 85, 21, 25, 47, 64, 11, 46, 76, 98, 76, 23, 56, 65, 51, 51, 64, 35, 13, 48, 56, 7, 61, 25, 10, 8, 95, 29, 91, 46, 15, 98]"
213,40,"[57, 53, 13, 19, 47, 73, 34, 1, 62, 65, 84, 100, 9, 90, 69, 7, 69, 81, 95, 100, 6, 35, 15, 33, 49, 46, 30, 13, 70, 74, 83, 52, 96, 21, 43, 85]"
214,53,"[29, 61, 34, 18, 90, 91, 76, 26, 34, 6, 40, 29, 80, 20, 6, 99, 35, 87, 32, 25, 90, 88, 3, 3, 59, 52, 88, 61, 12, 25, 2, 71, 82, 30, 42, 21]"
215,0,"[64, 1, 96, 70, 31, 83, 49, 56, 47, 26, 13, 4, 41, 28, 13, 70, 96, 45, 45, 35, 96, 69, 14, 90, 65, 14, 67, 79, 67, 48, 21, 16, 27, 66, 4, 58]"
216,37,"[93, 55, 37, 11, 31, 14, 55, 80, 60, 59, 67, 36, 30, 47, 81, 59, 90, 10, 82, 18, 44, 24, 6, 54, 64, 20, 45, 52, 81, 19, 98, 50, 66, 16, 51, 34]"
217,88,"[27, 15, 26, 30, 56, 65, 83, 7, 98, 77, 78, 78, 10, 5, 55, 93, 46, 8, 85, 89, 13, 93, 66, 23, 57, 34, 2, 10, 3, 82, 7, 16, 11, 89, 6, 72]"
218,88,"[66, 34, 35, 71, 95, 90, 62, 33, 37, 70, 68, 21, 39, 35, 67, 12, 97, 28, 23, 22, 42, 12, 55, 83, 6, 62, 91, 1, 80, 64, 65, 5, 20, 78, 84, 5]"
219,28,"[49, 5, 41, 14, 50, 93, 8, 98, 22, 77, 3, 18, 38, 46, 39, 79, 50, 92, 64, 53, 3, 49, 30, 94, 47, 38, 56, 88, 86, 37, 5, 52, 98, 53, 27, 96]"
220,80,"[67, 11, 29, 92, 36, 45, 61, 18, 37, 97, 63, 2, 51, 4, 39, 22, 72, 56, 76, 33, 99, 25, 48, 62, 19, 97, 97, 68, 95, 73, 26, 8, 34, 69, 30, 60]"
221,46,"[39, 53, 81, 54, 94, 12, 72, 15, 34, 34, 90, 11, 90, 10, 88, 79, 92, 43, 96, 19, 49, 71, 54, 44, 51, 100, 42, 17, 78, 18, 81, 59, 49, 21, 99, 18]"
222,33,"[88, 78, 84, 74, 40, 71, 57, 92, 25, 10, 5, 16, 18, 13, 39, 11, 70, 74, 59, 73, 60, 0, 97, 56, 31, 3, 23, 90, 23, 0, 54, 53, 66, 72, 64, 50]"
223,55,"[24, 54, 6, 80, 2, 8, 96, 58, 84, 87, 12, 35, 43, 0, 39, 48, 52, 37, 38, 75, 81, 11, 60, 85, 52, 29, 0, 47, 2, 90, 77, 19, 4, 3, 17, 68]"
224,41,"[64, 81, 9, 99, 55, 57, 25, 84, 19, 31, 64, 90, 24, 63, 35, 42, 80, 12, 36, 97, 64, 16, 71, 79, 87, 63, 27, 1, 10, 98, 12, 58, 54, 17, 25, 76]"
225,77,"[38, 24, 25, 92, 52, 77, 59, 55, 30, 7, 11, 23, 57, 66, 95, 44, 69, 13, 27, 60, 47, 11, 96, 64, 63, 86, 1, 29, 95, 29, 7, 20, 16, 86, 43, 8]"
226,6,"[11, 59, 95, 6, 63, 48, 28, 43, 6, 64, 45, 100, 53, 66, 7, 43, 32, 42, 11, 77, 81, 74, 62, 79, 2, 10, 8, 4, 74, 83, 17, 71, 58, 1, 95, 69]"
227,79,"[100, 25, 66, 2, 15, 27, 11, 50, 21, 60, 64, 99, 49, 33, 53, 66, 40, 10, 85, 97, 1, 46, 29, 57, 38, 92, 16, 88, 18, 67, 10, 60, 87, 59, 64, 3]"
228,51,"[66, 44, 31, 65, 17, 71, 24, 86, 90, 17, 36, 89, 2, 30, 100, 29, 83, 71, 32, 80, 70, 29, 46, 64, 51, 5, 21, 38, 24, 49, 85, 100, 8, 1, 71, 20]"
229,93,"[31, 42, 37, 77, 56, 61, 99, 7, 21, 5, 37, 41, 68, 68, 11, 66, 40, 58, 83, 98, 15, 5, 81, 98, 3, 74, 99, 46, 60, 1, 67, 6, 45, 27, 7, 98]"
230,84,"[17, 87, 48, 17, 17, 37, 70, 42, 73, 46, 12, 28, 94, 83, 12, 2, 75, 63, 9, 35, 42, 68, 84, 11, 68, 48, 86, 94, 80, 87, 41, 61, 6, 76, 91, 70]"
231,0,"[12, 77, 58, 97, 48, 72, 97, 15, 21, 36, 73, 73, 81, 54, 59, 70, 25, 23, 24, 17, 37, 29, 44, 100, 91, 37, 64, 76, 22, 36, 99, 26, 91, 89, 85, 17]"
232,33,"[51, 17, 13, 26, 4, 100, 28, 36, 53, 6, 25, 48, 33, 13, 9, 71, 16, 72, 7, 0, 10, 34, 39, 27, 88, 80, 32, 69, 69, 2, 75, 100, 79, 70, 59, 96]"
233,50,"[14, 11, 35, 55, 36, 66, 21, 68, 25, 49, 25, 98, 15, 93, 71, 36, 94, 30, 71, 21, 22, 61, 85, 85, 20, 4, 26, 78, 25, 90, 90, 18, 81, 97, 79, 41]"
234,49,"[95, 18, 82, 15, 54, 20, 40, 24, 27, 47, 16, 23, 49, 57, 51, 6, 20, 88, 83, 78, 83, 24, 55, 84, 19, 62, 32, 3, 82, 30, 50, 8, 25, 100, 74, 98]"
235,2,"[34, 8, 71, 67, 83, 77, 7, 21, 94, 17, 0, 94, 3, 31, 25, 79, 66, 17, 17, 75, 44, 61, 13, 70, 14, 65, 51, 33, 2, 31, 18, 77, 38, 12, 70, 58]"
236,82,"[87, 22, 44, 84, 81, 41, 66, 54, 71, 1, 1, 12, 65, 10, 75, 31, 40, 24, 70, 12, 9, 68, 9, 2, 39, 24, 38, 42, 76, 8, 16, 81, 76, 91, 88, 32]"
237,73,"[79, 91, 31, 86, 93, 7, 82, 77, 8, 17, 0, 62, 94, 85, 20, 74, 27, 43, 10, 81, 50, 40, 53, 39, 44, 24, 94, 96, 48, 21, 36, 62, 76, 1, 26, 42]"
238,0,"[55, 73, 77, 60, 64, 100, 92, 28, 58, 11, 87, 59, 22, 63, 71, 4, 83, 60, 23, 8, 14, 93, 69, 20, 18, 74, 15, 82, 61, 55, 71, 15, 83, 69, 17, 39]"
239,66,"[65, 21, 54, 65, 6, 25, 26, 23, 100, 39, 21, 28, 25, 30, 80, 39, 81, 89, 53, 46, 7, 36, 43, 20, 95, 3, 39, 4, 13, 93, 1, 67, 65, 27, 44, 52]"
240,63,"[80, 44, 73, 79, 13, 49, 74, 97, 36, 76, 33, 1, 39, 76, 8, 30, 91, 11, 74, 32, 71, 74, 81, 12, 71, 90, 10, 16, 59, 65, 57, 4, 42, 55, 41, 6]"
241,4,"[42, 56, 26, 92, 77, 39, 62, 86, 92, 94, 32, 29, 27, 13, 63, 89, 74, 12, 46, 1, 48, 36, 71, 73, 7, 15, 87, 63, 95, 49, 43, 32, 19, 65, 1, 17]"
